|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
5753|A|"data/parsed/22/wsj_2239.mrg|43|84"|Tomorrow , the Resolution Funding Corp. will provide details of its first bond issue , which is expected to total between $ 4 billion and $ 6 billion and carry [ a maturity ] greater than 20 years .|maturity|sg|NN|[u'time_of_life.n.01']||VP|[]|[]|True|[]|[u'great', 'than']|[]|['and', 'carry']|NN|False|False|False|0|False|||to|True|0.833333333333|ZERO|A
5771|A|"data/parsed/22/wsj_2239.mrg|47|12"|`` We have [ a couple or three tough weeks ] coming . ''|week|pl|NN|[u'time_period.n.01']||S|[]|['NN', 'CC', 'CD', 'JJ']|True|[]|[u'come', '.']|['couple', 'or', 'three', 'tough']|['We', 'have']|NN|False|False|False|0|False|||coming|True|0.428571428571|ZERO|A
5953|A|"data/parsed/22/wsj_2239.mrg|85|22"|Tax-exempts started the session flat to [ a touch ] higher on anticipation of further stock market erosion , but bond prices rapidly turned south as it became more clear that a repeat of the October 1987 crash was n't at hand .|touch|sg|NN|[u'contact.n.04']||PP|[]|[]|False|[]|[u'high', 'on']|[]|['flat', 'to']|NN|False|False|False|0|False|||flat|False|0.15|ZERO|A
6142|A|"data/parsed/22/wsj_2243.mrg|5|75"|The closely held Hertz Corp. had annual revenue of close to $ 2 billion in 1988 , of which $ 1.7 billion was contributed by [ its Hertz Rent A Car operations ] world-wide .|operation|pl|NN|[u'transaction.n.01']||NP|[]|['PRP$', 'NNP', 'NNP', 'NN']|False|[]|['world-wide', '.']|['its', 'Hertz', 'Rent', 'Car']|[u'contribute', 'by']|NN|False|True|False|2|False|ADVP|world-wide|was|False|0.892857142857|ZERO|A
6325|A|"data/parsed/22/wsj_2247.mrg|4|56"|In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show [ a profit , ] Mr. Parker said S .|profit|sg|NN|[u'income.n.01']||VP|[',']|[]|False|[',']|['Mr.', 'Parker']|[]|['will', 'show']|NN|False|False|False|0|False|||will|False|0.75|ZERO|A
6451|A|"data/parsed/22/wsj_2250.mrg|6|30"|Portrait studios accustomed to shooting only in color report [ a rush ] to black-and-white portrait orders .|rush|sg|NN|[u'motion.n.06']||NP|[]|[]|False|[]|['to', 'black-and-white']|[]|['color', 'report']|NN|False|True|False|5|False|PP|to|shooting|False|0.6|ZERO|A
6651|A|"data/parsed/22/wsj_2250.mrg|45|44"|Typically , it must be mailed to a handful of processors and may take [ a week or more ] to be processed and returned .|more||JJR|[]||VP|[]|['NN', 'CC']|True|[]|['to', 'be']|['week', 'or']|['may', 'take']|JJR|False|False|False|0|False|||must|True|0.666666666667|ZERO|A
6654|A|"data/parsed/22/wsj_2250.mrg|46|16"|Black-and-white film costs consumers [ a little less ] than color film , and processing costs the same .|less||JJR|[u'autoimmune_disease.n.01', u'lupus.n.01']||NP|[]|['RB']|False|[]|['than', 'color']|['little']|[u'cost', u'consumer']|JJR|False|True|False|4|False|PP|than|costs|False|0.266666666667|ZERO|A
6679|A|"data/parsed/22/wsj_2250.mrg|52|14"|And Kodak is distributing [ an instructional video ] to processors on how to develop its monochrome film more efficiently .|video|sg|NN|[u'visual_communication.n.01']||VP|[]|['JJ']|False|[]|['to', u'processor']|['instructional']|[u'be', u'distribute']|NN|False|False|False|0|False|||is|False|0.235294117647|ZERO|A
6694|A|"data/parsed/22/wsj_2250.mrg|55|50"|The kit , which has a suggested retail price of $ 250 and has already become [ a bestseller , ] was introduced after retailers noticed numerous requests from parents for children 's photography equipment .|bestseller|sg|NN|[u'trade_book.n.01']||VP|[',']|[]|False|[',']|[u'be', u'introduce']|[]|['already', 'become']|NN|False|False|False|0|False|||has|False|0.5|ZERO|A
6732|A|"data/parsed/22/wsj_2250.mrg|62|19"|But when Popular Photography , [ a leading magazine ] for photographers , selected 15 of the greatest photos ever made for its latest issue celebrating photography 's 150th anniversary , all were black and white .|magazine|sg|NN|[u'press.n.02', u'publication.n.01']||NP|[]|['JJ']|False|[]|['for', u'photographer']|['leading']|['Photography', ',']|NN|False|True|False|3|False|PP|for|selected|False|0.151515151515|ZERO|A
6764|A|"data/parsed/22/wsj_2251.mrg|3|32"|The Sacramento , Calif. , company also attributed improved performance to [ a lower effective tax rate ] and higher interest income .|rate|sg|NN|[u'magnitude_relation.n.01']||NP|[]|['JJR', 'JJ', 'NN']|False|[]|['and', u'high']|[u'low', 'effective', 'tax']|['performance', 'to']|NN|False|True|False|1|False|CC|and|attributed|False|0.647058823529|ZERO|A
6880|A|"data/parsed/22/wsj_2253.mrg|8|4"|[ A leading authority ] on the business cycle , Mr. Moore also is a member of the Business Cycle Dating Group , the panel of private economists that decides for the government when expansions and recessions begin and end .|authority|sg|NN|[u'control.n.01']||NP|[]|['JJ']|False|[]|['on']|['leading']|[]|NN|False|True|False|5|False|PP|on|is|False|0.0|ZERO|A
6958|A|"data/parsed/22/wsj_2253.mrg|19|76"|A major source of the recent strength in the long leading indicator has been the performance of the Dow Jones corporate bond-price index , which is not [ a part ] of the Commerce index .|part|sg|NN|[u'relation.n.01']||NP|[]|[]|False|[]|['of']|[]|[u'be', 'not']|NN|False|True|False|5|True|PP|of|is|False|0.818181818182|ZERO|A
7000|A|"data/parsed/22/wsj_2253.mrg|25|31"|It was assigned a mark of 80 out of [ a possible 100 , ] compared with scores ranging as low as 69 for the other components .|<number>||CD|[u'large_integer.n.01']||PP|[',']|['JJ']|True|[',']|[u'compare', 'with']|['possible']|['out', 'of']|CD|False|False|False|0|False|||was||0.391304347826|ZERO|A
7247|A|"data/parsed/22/wsj_2256.mrg|25|74"|The Supreme Court agreed to decide whether a federal court may dismantle a merger that has won regulatory approval but been ruled anticompetitive in [ a private suit . ]|suit|sg|NN|[u'garment.n.01']||PP|['.']|['JJ']|False|['.']|[]|['private']|['anticompetitive', 'in']|NN|False|False|False|0|False|||agreed|False|0.96|ZERO|A
7268|A|"data/parsed/22/wsj_2256.mrg|30|42"|J.P. Morgan posted a $ 1.82 billion loss for the third quarter , reflecting [ a big addition ] to loan-loss reserves .|addition|sg|NN|[u'component.n.03']||NP|[]|['JJ']|False|[]|['to', 'loan-loss']|['big']|[',', u'reflect']|NN|False|True|False|4|False|PP|to|reflecting|False|0.736842105263|ZERO|A
7636|A|"data/parsed/22/wsj_2261.mrg|2|68"|Terms were n't disclosed , but a J.P. Industries spokesman said the amount J.P. Industries will get for the group is `` [ a little ] better than expected by the marketplace , and the marketplace had been expecting $ 25 million to $ 30 million . ''|little||RB|[u'small_indefinite_quantity.n.01']||ADJP|[]|[]|False|[]|[u'good', 'than']|[]|[u'be', '``']|RB|False|False|False|0|False|||is|False|0.488888888889|ZERO|A
7774|A|"data/parsed/22/wsj_2264.mrg|6|84"|Mr. Stanley is on trial over charges that he violated a proclamation , issued by the South African administrator general earlier this year , which made it [ a crime ] punishable by two years in prison for any person to `` insult , disparate or belittle '' the election commission .|crime|sg|NN|[u'transgression.n.01']||ADJP|[]|[]|True|[]|['punishable', 'by']|[]|[u'make', 'it']|NN|False|False|False|0|False|||for|True|0.551020408163|ZERO|A
7823|A|"data/parsed/22/wsj_2264.mrg|12|36"|In July , Mr. Stanley , editor of American Press International , [ a Washington D.C.-based conservative wire service , ] visited Namibia to report on the U.N.-monitored election campaign .|service|sg|NN|[u'work.n.01']||NP|[',']|['NNP', 'JJ', 'JJ', 'NN']|False|[',']|[u'visit', 'Namibia']|['Washington', 'D.C.-based', 'conservative', 'wire']|['International', ',']|NN|False|False|False|0|False|||visited|False|0.521739130435|ZERO|A
7890|A|"data/parsed/22/wsj_2265.mrg|3|26"|Later , however , it became more of [ an undercurrent ] than a dominating force as individual markets reacted more to their own factors .|undercurrent||JJ|[u'meaning.n.02']||PP|[]|[]|False|[]|['than']|[]|['more', 'of']|JJ|False|False|False|0|False|||became||0.347826086957|ZERO|A
8059|A|"data/parsed/22/wsj_2265.mrg|32|25"|Some analysts said crude was due for [ a correction anyhow , ] following several days of significant gains .|anyhow|sg|NN|||PP|[',']|['NN']|False|[',']|[u'follow', 'several']|['correction']|['due', 'for']|NN|False|False|False|0|False|||was|False|0.466666666667|ZERO|A
8389|A|"data/parsed/22/wsj_2267.mrg|5|81"|DD Acquisition said that it already owns 15 % of the common shares of the doughnut shop chain and that as of the close of business Friday [ an additional 11 % ] had been tendered to its offer .|%|sg|NN|||S|[]|['JJ', 'CD']|False|[]|[u'have', u'be']|['additional', '<number>']|['business', 'Friday']|NN|False|False|False|0|False|||had|True|0.771428571429|ZERO|A
8465|A|"data/parsed/22/wsj_2269.mrg|2|47"|The maker of home appliances said the process , which involves the use of [ a multilayer plastic bag ] during repairs to capture the gaseous substance and transport it to a recycling center , is already in use at a number of its service centers , and will be available to all authorized repair centers by spring .|bag|sg|NN|[u'container.n.01']||PP|[]|['NN', 'JJ']|False|[]|['during', u'repair']|['multilayer', 'plastic']|['use', 'of']|NN|False|False|False|0|False|||involves|False|0.259259259259|ZERO|A
8531|A|"data/parsed/22/wsj_2270.mrg|5|39"|Maxus , an independent oil and gas concern , is the operator and owns [ a 56 % interest ] in the new field , called Northeast Intan .|interest|sg|NN|[u'curiosity.n.01']||NP|[]|['CD', 'NN']|False|[]|['in']|['<number>', '%']|['and', u'own']|NN|False|True|False|5|False|PP|in|is|False|0.583333333333|ZERO|A
8637|A|"data/parsed/22/wsj_2272.mrg|6|33"|Memotec said the agreement calls for it to make [ a $ 20-a-share cash tender offer ] for all shares outstanding of ISI .|offer|sg|NN|[u'speech_act.n.01']||NP|[]|['$', 'JJ', 'NN', 'NN']|False|[]|['for', 'all']|['$', '20-a-share', 'cash', 'tender']|['to', 'make']|NN|False|True|False|7|False|PP|for|to|False|0.529411764706|ZERO|A
8671|A|"data/parsed/22/wsj_2272.mrg|10|41"|ISI said it can withdraw from the merger agreement with Memotec if [ a better bid surfaces . ]|surface|pl|NN|[u'artifact.n.01']||S|['.']|['JJR', 'NN']|False|['.']|[]|[u'good', 'bid']|['Memotec', 'if']|NN|False|False|False|0|False|||surfaces|False|0.923076923077|ZERO|A
8940|A|"data/parsed/22/wsj_2276.mrg|26|13"|Many other factors played [ a part ] in yesterday 's comeback .|part|sg|NN|[u'relation.n.01']||VP|[]|[]|False|[]|['in', 'yesterday']|[]|[u'factor', u'play']|NN|False|False|False|0|False|||played|False|0.4|ZERO|A
9055|A|"data/parsed/22/wsj_2276.mrg|47|53"|`` I see concern , but I do n't see panic , '' says J. Francis Palamara , [ a New Yorker ] who runs the 15-trader office .|Yorker|sg|NNP|||NP|[]|['NNP']|False|[]|['who', u'run']|['New']|['Palamara', ',']|NN|True|True|False|6|False|SBAR|who|||0.72|ZERO|A
9092|A|"data/parsed/22/wsj_2276.mrg|55|47"|But shortly before then , some of Wall Street 's sharpest traders say , they sensed [ a turn . ]|turn|sg|NN|[u'curve.n.01']||VP|['.']|[]|False|['.']|[]|[]|['they', u'sense']|NN|False|False|False|0|False|||sensed|False|0.941176470588|ZERO|A
9111|A|"data/parsed/22/wsj_2276.mrg|59|21"|Stock traders were buoyed -- because [ an upturn ] in the MMI had also started the recovery in stocks on the Tuesday following Black Monday .|upturn|sg|NN|[u'improvement.n.02']||NP|[]|[]|False|[]|['in']|[]|['--', 'because']|NN|False|True|False|3|False|PP|in|had|False|0.25|ZERO|A
9118|A|"data/parsed/22/wsj_2276.mrg|60|28"|`` The MMI has gone better , '' shouted [ a trader ] in the London office of Shearson Lehman Hutton .|trader|sg|NN|[u'merchant.n.01']||NP|[]|[]|True|[]|['in']|[]|"[""''"", u'shout']"|NN|False|True|False|9|False|PP|in||True|0.473684210526|ZERO|A
9305|A|"data/parsed/22/wsj_2276.mrg|96|54"|Says Gordon Fines , a money manager at IDS Financial Services in Minneapolis , `` You 're on [ a roller coaster , ] and that may last .|coaster|sg|NN|[u'resident.n.01']||PP|[',']|['NN']|False|[',']|['and', 'that']|['roller']|"[""'re"", 'on']"|NN|False|False|False|0|False|||'re|False|0.75|ZERO|A
9396|A|"data/parsed/22/wsj_2278.mrg|5|20"|Secretary of State Baker , in [ a foreign policy speech , ] called for the reunification of Germany , saying it was the `` legitimate right '' of the German people .|speech|sg|NN|[u'speech_act.n.01']||PP|[',']|['JJ', 'NN']|False|[',']|[u'call', 'for']|['foreign', 'policy']|[',', 'in']|NN|False|False|False|0|False|||called|False|0.222222222222|ZERO|A
9612|A|"data/parsed/22/wsj_2279.mrg|1|17"|British retail sales volume rose [ a provisional 0.4 % ] in September from August and was up 2.2 % from September 1988 , the Department of Trade and Industry said S .|%|sg|NN|||VP|[]|['JJ', 'CD']|False|[]|['in', 'September']|['provisional', '<number>']|['volume', u'rise']|NN|False|False|False|0|False|||rose|False|0.178571428571|ZERO|A
9643|A|"data/parsed/22/wsj_2280.mrg|2|97"|Shortly after completing the $ 1.56 billion acquisition of West Point-Pepperell Inc. in April , Mr. Farley 's holding company , Farley Inc. , said it was considering the sale of Cluett , [ a leading shirt maker ] and one of West Point-Pepperell 's biggest units .|maker|sg|NN|[u'creator.n.02']||NP|[]|['JJ', 'NN']|True|[]|['and', 'one']|['leading', 'shirt']|['Cluett', ',']|NN|False|True|False|1|False|CC|and|was|True|0.767441860465|ZERO|A
9749|A|"data/parsed/22/wsj_2281.mrg|4|63"|The name change and good will write-off could help solidify Blue Arrow 's dominance of the U.S. temporary-help market and give it [ a more American image ] as U.S. investors turn jittery about foreign stocks after Friday 's market plunge .|image|sg|NN|[u'representation.n.01']||NP|[]|['JJR', 'JJ']|False|[]|['as', 'U.S.']|['more', 'American']|['give', 'it']|NN|False|True|False|8|False|PP|as|could|False|0.594594594595|ZERO|A
9789|A|"data/parsed/22/wsj_2281.mrg|10|54"|In a widely publicized boardroom coup , Mr. Fromstein ousted Antony Berry as Blue Arrow chief executive in January , [ a month ] after Mr. Berry had forced Mr. Fromstein out as the $ 1 million-a-year chief of Milwaukee-based Manpower .|month|sg|NN|[u'time_period.n.01']||SBAR|[]|[]|False|[]|['after', 'Mr.']|[]|['January', ',']|NN|False|False|False|0|False|||ousted|False|0.512820512821|ZERO|A
9828|A|"data/parsed/22/wsj_2281.mrg|16|27"|Good will is the excess of cost of [ an acquired firm , operating unit or assets ] over the current or fair market value of those assets .|asset|pl|NN|[u'possession.n.02']||PP|[]|['VBN', 'NN', ',', 'VBG', 'NN', 'CC']|False|[]|['over']|[u'acquire', 'firm', ',', u'operate', 'unit', 'or']|['cost', 'of']|NN|False|False|False|0|False|||is|False|0.4|ZERO|A
9902|A|"data/parsed/22/wsj_2282.mrg|1|39"|Richard G. Sim , the man credited with transforming Applied Power Inc. from [ an underachiever ] into a feisty player in the global market for hydraulic tools , hopes to guide a similar turnaround at the company 's latest acquisition , Barry Wright Corp .|underachiever|sg|NN|[u'student.n.01']||PP|[]|[]|False|[]|['into']|[]|['Inc.', 'from']|NN|False|False|False|0|False|||transforming|False|0.302325581395|ZERO|A
9930|A|"data/parsed/22/wsj_2282.mrg|6|39"|Last year 's earnings of $ 1.3 million , including $ 815,000 from [ a restructuring gain , ] were far below the year-earlier $ 8.4 million .|gain|sg|NN|[u'indefinite_quantity.n.01']||PP|[',']|['NN']|False|[',']|[u'be', 'far']|['restructuring']|['815,000', 'from']|NN|False|False|False|0|False|||were|False|0.565217391304|ZERO|A
9956|A|"data/parsed/22/wsj_2282.mrg|10|68"|The Butler , Wis. , manufacturer went public at $ 15.75 a share in August 1987 , and Mr. Sim 's goal then was [ a $ 29 ] per-share price by 1992 .|$||$|||NP|['CD']|[]|True|['<number>']|['per-share', 'price']|[]|['then', u'be']|$|False|True|False|2|False|NPB|per-share|was||0.8|ZERO|A
10012|A|"data/parsed/22/wsj_2282.mrg|19|31"|He also professes an `` evangelical '' fervor to develop [ a corporate culture ] that rewards managers who produce and where decision-making is shared .|culture|sg|NN|[u'society.n.01']||NP|[]|['JJ']|False|[]|['that', u'reward']|['corporate']|['to', 'develop']|NN|False|True|False|11|False|SBAR|that|to|False|0.454545454545|ZERO|A
10021|A|"data/parsed/22/wsj_2282.mrg|21|9"|`` With [ a little patience , ] these businesses will perform very satisfactorily , '' Mr. Sim says .|patience|sg|NN|[u'good_nature.n.01']||PP|[',']|['JJ']|False|[',']|['these', u'business']|['little']|['``', 'With']|NN|False|False|False|0|False|||will|False|0.133333333333|ZERO|A
