|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
2090|A|"data/parsed/22/wsj_2212.mrg|4|41"|LIN is asking McCaw to clarify its tender offer , which challenges [ an agreement ] between BellSouth Corp. and LIN to merge their cellular-telephone businesses .|agreement|sg|NN|[u'statement.n.01']||NP|[]|[]|False|[]|['between', 'BellSouth']|[]|['which', u'challenge']|NN|False|True|False|5|False|PP|between|challenges|False|0.5|THE|A
2117|A|"data/parsed/22/wsj_2212.mrg|8|67"|The board added that McCaw would be able to control LIN 's operations and could , `` therefore , operate LIN in [ a manner ] which could diminish its private market value and attractiveness to a third-party purchaser in five years . ''|manner|sg|NN|[u'property.n.02']||NP|[]|[]|True|[]|['which', 'could']|[]|['LIN', 'in']|NN|False|True|False|18|False|SBAR|which|would|True|0.536585365854|THE|A
2125|A|"data/parsed/22/wsj_2213.mrg|1|4"|[ A group ] of institutional investors in Telerate Inc. said that Dow Jones & Co. 's $ 18-a-share offer for the electronic financial information services company is `` grossly inadequate . ''|group|sg|NN|[u'abstraction.n.06']||NP|[]|[]|False|[]|['of', 'institutional']|[]|[]|NN|False|True|False|6|True|PP|of|said|False|0.0|THE|A
2141|A|"data/parsed/22/wsj_2213.mrg|2|119"|In a letter filed with the Securities and Exchange Commission , the group , which holds about 4.5 million Telerate shares , or about 4.7 % of the shares outstanding , said `` ... at present none of us believes [ an offer ] for less than $ 25 per share would be fair and some believe that $ 25 is too low . ''|offer|sg|NN|[u'speech_act.n.01']||NP|[]|[]|True|[]|['for', 'less']|[]|['us', u'believe']|NN|False|True|False|7|False|PP|for|would|True|0.645161290323|THE|A
2210|A|"data/parsed/22/wsj_2214.mrg|3|8"|If [ a solution ] is n't reached by then , she said , the U.S. would have the right to suspend some trade concessions to Canada equivalent in value to the losses suffered by U.S. fish-processing companies in Alaska and the Pacific Northwest .|solution|sg|NN|[u'mixture.n.01']||S|[]|[]|False|[]|"[u'be', ""n't""]"|[]|['If']|NN|False|False|False|0|False|||is|False|0.0238095238095|THE|A
2240|A|"data/parsed/22/wsj_2214.mrg|6|22"|The U.S. trade representative declined to put [ a dollar estimate ] on the losses resulting from the Canadian export restrictions .|estimate|sg|NN|[u'calculation.n.02']||VP|[]|['NN']|False|[]|['on']|['dollar']|['to', 'put']|NN|False|False|False|0|False|||to|False|0.388888888889|THE|A
2264|A|"data/parsed/22/wsj_2214.mrg|11|9"|Earlier , [ an international panel ] set up under the rules of the General Agreement on Tariffs and Trade in Geneva determined that the original Canadian fish-export restrictions violated GATT rules .|panel|sg|NN|[u'sheet.n.06']||NP|[]|['JJ']|True|[]|['set', 'up']|['international']|['Earlier', ',']|NN|False|True|False|15|False|VP|set|determined|True|0.0689655172414|THE|A
2284|A|"data/parsed/22/wsj_2215.mrg|2|10"|To spend [ a carefree , ] idle day , When duty calls , to pay no heed , To while the precious hours away -- Character is what you need .|carefree|sg|NN|||VP|[',']|[]|False|[',']|['idle', 'day']|[]|['To', 'spend']|NN|False|False|False|0|False|||To|False|0.0714285714286|THE|A
2302|A|"data/parsed/22/wsj_2216.mrg|1|20"|BancOklahoma Corp. said it completed [ a restructuring agreement ] previously agreed to by the Federal Deposit Insurance Corp. , creditor banks and subordinated debenture holders .|agreement|sg|NN|[u'statement.n.01']||NP|[]|['NN']|False|[]|['previously', u'agree']|['restructuring']|['it', u'complete']|NN|False|True|False|17|False|VP|previously|completed|False|0.217391304348|THE|A
2371|A|"data/parsed/22/wsj_2217.mrg|2|19"|Were it true that [ a weak currency ] paves the way for trade surpluses , then presumably Argentina would be the center of today 's global economy .|currency|sg|NN|[u'medium_of_exchange.n.01']||S|[]|['JJ']|False|[]|[u'pave']|['weak']|['true', 'that']|NN|False|False|False|0|False|||paves|False|0.16|THE|A
2388|A|"data/parsed/22/wsj_2218.mrg|1|107"|BSN Corp. said it will begin an offer tomorrow to exchange up to one million of its common shares and all of its $ 16.6 million in 7 3\\/4 % convertible debentures due 2001 for [ a package ] of new debt and common stock warrants .|package|sg|NN|[u'collection.n.01']||NP|[]|[]|False|[]|['of', 'new']|[]|['<number>', 'for']|NN|False|True|False|8|True|PP|of|to|False|0.795454545455|THE|A
2421|A|"data/parsed/22/wsj_2218.mrg|7|21"|The offer is n't contingent on [ a certain amount ] of debt or stock being exchanged .|amount|sg|NN|[u'assets.n.01']||NP|[]|['JJ']|True|[]|['of', 'debt']|['certain']|['contingent', 'on']|NN|False|True|False|4|True|PP|of|is|True|0.428571428571|THE|A
2477|A|"data/parsed/22/wsj_2219.mrg|4|48"|The firm 's drop in net reflected weaker revenue in transactions for its own account -- [ a decline ] of 19 % to $ 314.6 million on reduced revenue from trading fixed-income securities .|decline|sg|NN|[u'decrease.n.02']||NP|[]|[]|False|[]|['of', '<number>']|[]|['account', '--']|NN|False|True|False|3|True|PP|of|reflected|False|0.5|THE|A
2528|A|"data/parsed/22/wsj_2219.mrg|13|40"|Investment banking revenue climbed 25 % , while commission revenue advanced 31 % on [ a stronger retail market . ]|market|sg|NN|[u'activity.n.01']||PP|['.']|['JJR', 'JJ']|False|['.']|[]|[u'strong', 'retail']|['%', 'on']|NN|False|False|False|0|False|||advanced|False|0.933333333333|THE|A
2614|A|"data/parsed/22/wsj_2221.mrg|4|45"|`` We 're seeing nothing out of the ordinary , '' said one official at [ a Top 10 bank . ]|bank|sg|NN|[u'slope.n.01']||PP|['.']|['NNP', 'CD']|True|['.']|[]|['Top', '<number>']|['official', 'at']|NN|False|False|False|0|False||||True|0.9375|THE|A
2621|A|"data/parsed/22/wsj_2221.mrg|6|16"|Added another executive at [ a big bank : `` ] We were all a little goosey over the weekend trying to forecast what would happen -LCB- Monday -RCB- , but it 's been very quiet .|bank|sg|NN|[u'slope.n.01']||PP|[':', '``']|['JJ']|True|[':', '``']|['We', u'be']|['big']|['executive', 'at']|NN|False|False|False|0|False|||were|True|0.129032258065|THE|A
2623|A|"data/parsed/22/wsj_2221.mrg|6|34"|Added another executive at a big bank : `` We were [ all a little goosey ] over the weekend trying to forecast what would happen -LCB- Monday -RCB- , but it 's been very quiet .|goosey|sg|NN|||NP|[]|['PDT', 'JJ']|False|[]|['over']|['all', 'little']|['We', u'be']|NN|False|True|False|3|False|PP|over|were|False|0.34375|THE|A
2636|A|"data/parsed/22/wsj_2222.mrg|2|39"|No fiddling with systems and procedures will ever prevent markets from suffering [ a panic wave ] of selling .|wave|sg|NN|[u'movement.n.03']||NP|[]|['NN']|False|[]|['of', 'selling']|['panic']|['from', u'suffer']|NN|False|True|False|3|True|PP|of|suffering|False|0.75|THE|A
2649|A|"data/parsed/22/wsj_2222.mrg|5|54"|The New York Stock Exchange adopted two specific circuit breakers : If the Dow Jones index falls 250 points in [ a day , ] the exchange will halt trading for one hour ; if the decline hits 400 points , the exchange will close for an additional two hours .|day|sg|NN|[u'time_unit.n.01']||PP|[',']|[]|False|[',']|['exchange']|[]|[u'point', 'in']|NN|False|False|False|0|False|||falls|False|0.425531914894|THE|A
2658|A|"data/parsed/22/wsj_2222.mrg|6|16"|The rationale is that [ an interruption ] of trading will allow investors to reconsider their strategies , calm sellers and lead buyers to enter the market at indicated new price levels .|interruption|sg|NN|[u'delay.n.02']||NP|[]|[]|False|[]|['of', 'trading']|[]|[u'be', 'that']|NN|False|True|False|2|True|PP|of|will|False|0.133333333333|THE|A
2668|A|"data/parsed/22/wsj_2222.mrg|8|4"|[ A temporary cessation ] of trading may indeed discourage a selling panic from feeding on itself .|cessation|sg|NN|[u'stop.n.01']||NP|[]|['JJ']|False|[]|['of', 'trading']|['temporary']|[]|NN|False|True|False|2|True|PP|of|may|False|0.0|THE|A
2755|A|"data/parsed/22/wsj_2222.mrg|26|69"|Let 's not have one market shut down for 30 minutes when the Dow declines 100 points and another shut down for [ an hour ] after a 250-point decline .|hour|sg|NN|[u'time_unit.n.01']||NP|[]|[]|False|[]|['after']|[]|['down', 'for']|NN|False|True|False|5|False|PP|after|shut|False|0.785714285714|THE|A
2756|A|"data/parsed/22/wsj_2222.mrg|26|77"|Let 's not have one market shut down for 30 minutes when the Dow declines 100 points and another shut down for an hour after [ a 250-point decline . ]|decline|sg|NN|[u'decrease.n.02']||PP|['.']|['JJ']|False|['.']|[]|['250-point']|['hour', 'after']|NN|False|False|False|0|False|||shut|True|0.961538461538|THE|A
2785|A|"data/parsed/22/wsj_2222.mrg|31|39"|In many ways , our financial markets are better prepared today to handle [ a decline ] than they were two years ago .|decline|sg|NN|[u'decrease.n.02']||VP|[]|[]|True|[]|['than', 'they']|[]|['to', 'handle']|NN|False|False|False|0|False|||to|True|0.619047619048|THE|A
2790|A|"data/parsed/22/wsj_2222.mrg|32|34"|The New York Stock Exchange now has the capacity to handle [ a volume ] of nearly a billion shares a day .|volume|sg|NN|[u'measure.n.02']||NP|[]|[]|False|[]|['of', 'nearly']|[]|['to', 'handle']|NN|False|True|False|8|True|PP|of|to|False|0.55|THE|A
2792|A|"data/parsed/22/wsj_2222.mrg|32|53"|The New York Stock Exchange now has the capacity to handle a volume of nearly a billion shares [ a day . ]|day|sg|NN|[u'time_unit.n.01']||NP|['.']|[]|False|['.']|[]|[]|['billion', u'share']|NN|False|False|False|0|False|||to|False|0.947368421053|THE|A
2811|A|"data/parsed/22/wsj_2222.mrg|35|53"|Witness the fact that trading in some stocks closed early Friday and opened late Monday because of [ an excess ] of sell orders . -RRB-|excess|sg|NN|[u'overabundance.n.02']||NP|[]|[]|False|[]|['of', 'sell']|[]|['because', 'of']|NN|False|True|False|4|True|PP|of|closed|False|0.739130434783|THE|A
2818|A|"data/parsed/22/wsj_2222.mrg|37|39"|Mr. Freund , former chief economist of the New York Stock Exchange , is [ a professor ] of economics at Pace University 's business school in New York .|professor|sg|NN|[u'academician.n.03']||NP|[]|[]|False|[]|['of', 'economics']|[]|[',', u'be']|NN|False|True|False|2|True|PP|of|is|False|0.518518518519|THE|A
2823|A|"data/parsed/22/wsj_2223.mrg|1|3"|[ A UNIFIED EUROPE ] poses labor problems and prospects for U.S. firms .|EUROPE|sg|NN|[]||S|[]|['JJ']|False|[]|[u'pose', 'labor']|['UNIFIED']|[]|NN|False|False|False|0|False|||poses|False|0.0|THE|A
2862|A|"data/parsed/22/wsj_2223.mrg|6|36"|Pfizer , Fluor and GE see big `` EC 92 '' pluses : [ a push ] for job training and ease in moving and finding workers .|push|sg|NN|[u'propulsion.n.02']||NP|[]|[]|False|[]|['for', 'job']|[]|[u'plus', ':']|NN|False|True|False|11|False|PP|for|see|False|0.52|THE|A
2868|A|"data/parsed/22/wsj_2223.mrg|8|9"|So said [ a federal judge , ] in a case involving two players for the minor league Bluefield , Va. , Orioles , a Baltimore farm team .|judge|sg|NN|[u'adjudicator.n.01', u'official.n.01']||SINV|[',']|['JJ']|False|[',']|['in']|['federal']|['So', u'say']|NN|False|False|False|0|False||||False|0.0833333333333|THE|A
2869|A|"data/parsed/22/wsj_2223.mrg|8|22"|So said a federal judge , in [ a case ] involving two players for the minor league Bluefield , Va. , Orioles , a Baltimore farm team .|case|sg|NN|[u'happening.n.01']||NP|[]|[]|False|[]|[u'involve', 'two']|[]|[',', 'in']|NN|False|True|False|18|False|VP|involving||False|0.269230769231|THE|A
2874|A|"data/parsed/22/wsj_2223.mrg|8|62"|So said a federal judge , in a case involving two players for the minor league Bluefield , Va. , Orioles , [ a Baltimore farm team . ]|team|sg|NN|[u'unit.n.03']||NP|['.']|['NNP', 'NN']|False|['.']|[]|['Baltimore', 'farm']|['Orioles', ',']|NN|False|False|False|0|False||||False|0.95652173913|THE|A
2896|A|"data/parsed/22/wsj_2223.mrg|12|43"|More taunting in the parking lot , the players said S , led to [ a fight . ]|fight|sg|NN|[u'military_action.n.01']||PP|['.']|[]|False|['.']|[]|[]|[u'lead', 'to']|NN|False|False|False|0|False|||led|False|0.933333333333|THE|A
2902|A|"data/parsed/22/wsj_2223.mrg|13|59"|The fan said he was punched and kicked by one player and that the other broke his jaw with [ a baseball bat . ]|bat|sg|NN|[u'placental.n.01']||PP|['.']|['NN']|False|['.']|[]|['baseball']|['jaw', 'with']|NN|False|False|False|0|False|||broke|False|0.95|THE|A
2909|A|"data/parsed/22/wsj_2223.mrg|14|72"|The judge dismissed the fan 's suit against the team , however , ruling the Orioles innocent of negligent hiring , and not responsible for [ a fight ] that was outside the players ' employment .|fight|sg|NN|[u'military_action.n.01']||NP|[]|[]|True|[]|['that', u'be']|[]|['responsible', 'for']|NN|False|True|False|8|False|SBAR|that|innocent|True|0.735294117647|THE|A
2915|A|"data/parsed/22/wsj_2223.mrg|16|4"|[ An Association ] of Academic Health Centers report urges freeing nurses from duties that do n't require special skills .|Association|sg|NNP|[u'organization.n.01']||NP|[]|[]|False|[]|['of', 'Academic']|[]|[]|NN|True|True|False|5|True|PP|of|urges||0.0|THE|A
2929|A|"data/parsed/22/wsj_2223.mrg|18|13"|But it opposes [ an American Medical Association proposal ] for creating a `` registered care technologist , '' as `` potentially divisive '' ; it says the job would entail an unwanted new doctor 's `` bedside '' extension .|proposal|sg|NN|[u'message.n.02']||NP|[]|['NNP', 'NNP', 'NNP']|False|[]|['for', u'create']|['American', 'Medical', 'Association']|['it', u'oppose']|NN|False|True|False|15|False|PP|for|opposes|False|0.0857142857143|THE|A
2934|A|"data/parsed/22/wsj_2223.mrg|18|81"|But it opposes an American Medical Association proposal for creating a `` registered care technologist , '' as `` potentially divisive '' ; it says the job would entail [ an unwanted new doctor 's `` ] bedside '' extension .|doctor|sg|NN|[u'medical_practitioner.n.01']||NPB|['POS', '``']|['JJ', 'JJ']|False|"[""'s"", '``']"|"['bedside', ""''""]"|['unwanted', 'new']|['would', 'entail']|NN|False|False|False|0|False|||would|False|0.852941176471|THE|A
2935|A|"data/parsed/22/wsj_2223.mrg|19|7"|Over [ a third ] of 618 hospitals surveyed by consultant Hewitt Associates use a `` clinical ladder , '' basing advancement on performance and education .|third|sg|NN|[u'common_fraction.n.01']||NP|[]|[]|False|[]|['of', '<number>']|[]|['Over']|NN|False|True|False|6|True|PP|of|use|False|0.0416666666667|THE|A
2989|A|"data/parsed/22/wsj_2223.mrg|28|41"|CURBING WAGE BOOSTS will get high priority again in 1990 collective bargaining , [ a Bureau ] of National Affairs survey of 250 companies with pacts expiring next year indicates S .|Bureau|sg|NNP|[u'administrative_unit.n.01']||NP|[]|[]|False|[]|['of', 'National']|[]|['bargaining', ',']|NN|True|True|False|12|True|PP|of|indicates||0.448275862069|THE|A
3025|A|"data/parsed/22/wsj_2223.mrg|34|4"|[ A third ] of 439 companies surveyed by the Employee Relocation Council report a rise in 1988 sales losses over 1987 .|third||JJ|[u'common_fraction.n.01']||NP|[]|[]|False|[]|['of', '<number>']|[]|[]|JJ|False|True|False|9|True|PP|of|report||0.0|THE|A
3028|A|"data/parsed/22/wsj_2223.mrg|34|37"|A third of 439 companies surveyed by the Employee Relocation Council report [ a rise ] in 1988 sales losses over 1987 .|rise|sg|NN|[u'emergence.n.01']||NP|[]|[]|True|[]|['in', '<number>']|[]|['Council', 'report']|NN|False|True|False|4|False|PP|in|report|True|0.6|THE|A
3052|A|"data/parsed/22/wsj_2223.mrg|38|99"|Goodrich wo n't ensure loss coverage , but will prevent a `` catastrophic loss '' ; it has given some employees the full purchase price when values fell from concern over dangers posed by [ a disposal site . ]|site|sg|NN|[u'tract.n.01']||PP|['.']|['NN']|False|['.']|[]|['disposal']|[u'pose', 'by']|NN|False|False|False|0|False|||fell|False|0.971428571429|THE|A
3057|A|"data/parsed/22/wsj_2223.mrg|39|58"|Federal Express , Dow Chemical , Ford and National City Corp. will buy the home or let the worker sell to [ an outside firm , ] but usually wo n't cover a loss .|firm|sg|NN|[u'business.n.01']||PP|[',']|['JJ']|False|[',']|['but', 'usually']|['outside']|['sell', 'to']|NN|False|False|False|0|False|||sell|False|0.7|THE|A
3059|A|"data/parsed/22/wsj_2223.mrg|39|81"|Federal Express , Dow Chemical , Ford and National City Corp. will buy the home or let the worker sell to an outside firm , but usually wo n't cover [ a loss . ]|loss|sg|NN|[u'transferred_property.n.01']||VP|['.']|[]|True|['.']|[]|[]|"[""n't"", 'cover']"|NN|False|False|False|0|False|||wo|True|0.967741935484|THE|A
3134|A|"data/parsed/22/wsj_2224.mrg|9|70"|Despite traders ' complaints , Mr. Phelan said the links with the Chicago futures market worked as planned in Friday 's rout to provide [ a cooling-off period . ]|period|sg|NN|[u'fundamental_quantity.n.01']||VP|['.']|['JJ']|False|['.']|[]|['cooling-off']|['to', 'provide']|NN|False|False|False|0|False|||to|False|0.96|THE|A
3140|A|"data/parsed/22/wsj_2224.mrg|10|68"|Of greater help , the Big Board chairman said SINV , was the `` natural circuit breaker '' of the weekend , that provided [ a breathing period ] that `` brought rationality back to the market .|period|sg|NN|[u'fundamental_quantity.n.01']||NP|[]|['VBG']|True|[]|['that', '``']|[u'breathe']|['that', u'provide']|NN|False|True|False|9|False|SBAR|that|provided|True|0.705882352941|THE|A
3164|A|"data/parsed/22/wsj_2225.mrg|4|83"|Chicken business is off largely because of more competition from grocery-store convenience food , home-delivered pizza and other takeout fare , says S a spokesman for the report , [ a publication ] of NPD Group , a market research firm in Port Washington , N.Y .|publication|sg|NN|[u'work.n.02']||NP|[]|[]|False|[]|['of', 'NPD']|[]|['report', ',']|NN|False|True|False|14|True|PP|of||False|0.659090909091|THE|A
3172|A|"data/parsed/22/wsj_2225.mrg|5|30"|The loss of more customers is the latest in [ a string ] of problems .|string|sg|NN|[u'cord.n.01']||NP|[]|[]|False|[]|['of', u'problem']|[]|[u'late', 'in']|NN|False|True|False|3|True|PP|of|is|False|0.692307692308|THE|A
3190|A|"data/parsed/22/wsj_2225.mrg|8|23"|New management at Kentucky Fried Chicken , [ a unit ] of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .|unit|sg|NN|[u'definite_quantity.n.01']||NP|[]|[]|False|[]|['of', 'PepsiCo']|[]|['Chicken', ',']|NN|False|True|False|4|True|PP|of|has|False|0.259259259259|THE|A
3249|A|"data/parsed/22/wsj_2225.mrg|23|22"|The messages resemble the Business Traveler , [ a daily dose ] of travel tips developed by Mr. Bear and sponsored by travel agencies in several major cities .|dose|sg|NN|[u'medicine.n.02']||NP|[]|['JJ']|False|[]|['of', 'travel']|['daily']|['Traveler', ',']|NN|False|True|False|17|True|PP|of|resemble|False|0.28|THE|A
3264|A|"data/parsed/22/wsj_2225.mrg|26|3"|[ A harder sell , ] says S John Kosar , the firm 's president , would `` detract from the profession . ''|sell|sg|NN|[u'sale.n.02']||S|[',']|['JJR']|False|[',']|[u'say', 'S']|[u'hard']|[]|NN|False|False|False|0|False|||would|False|0.0|THE|A
3278|A|"data/parsed/22/wsj_2225.mrg|29|16"|`` There 's always [ a risk ] of lost messages , '' says John Fitzgerald , chairman of Ketchum Advertising USA , which created similar radio spots for Pittsburgh National Bank .|risk|sg|NN|[u'danger.n.03']||NP|[]|[]|False|[]|['of', u'lose']|[]|"[""'s"", 'always']"|NN|False|True|False|5|True|PP|of|'s|False|0.133333333333|THE|A
3286|A|"data/parsed/22/wsj_2225.mrg|30|12"|`` It 's [ a question ] of how much credibility you gain for the possible loss of recognition . ''|question|sg|NN|[u'questioning.n.01']||NP|[]|[]|False|[]|['of', 'how']|[]|"['It', ""'s""]"|NN|False|True|False|14|True|PP|of|'s|False|0.166666666667|THE|A
3293|A|"data/parsed/22/wsj_2225.mrg|32|10"|HERE 'S [ a retailer ] that 's getting tough in the push for environmentally safe packaging and products .|retailer|sg|NN|[u'distributor.n.01', u'merchant.n.01']||NP|[]|[]|False|[]|"['that', ""'s""]"|[]|"['HERE', ""'S""]"|NN|False|True|False|14|False|SBAR|that|'S|False|0.117647058824|THE|A
3359|A|"data/parsed/22/wsj_2225.mrg|49|4"|[ A study ] by Safeway 's Scanner Marketing Research shows soap sales climbed 5 % when bars were neatly stacked on shelves instead of dumped in a wire basket ... .|study|sg|NN|[u'examination.n.01']||NP|[]|[]|False|[]|['by', 'Safeway']|[]|[]|NN|False|True|False|6|False|PP|by|shows|False|0.0|THE|A
3366|A|"data/parsed/22/wsj_2225.mrg|49|77"|A study by Safeway 's Scanner Marketing Research shows soap sales climbed 5 % when bars were neatly stacked on shelves instead of dumped in [ a wire basket ... . ]|basket|sg|NN|[u'container.n.01']||PP|[':', '.']|['NN']|False|['...', '.']|[]|['wire']|[u'dump', 'in']|NN|False|False|False|0|False|||were|False|0.961538461538|THE|A
3394|A|"data/parsed/22/wsj_2226.mrg|2|95"|If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on [ a range ] of health issues .|range|sg|NN|[u'extent.n.02']||NP|[]|[]|False|[]|['of', 'health']|[]|[u'view', 'on']|NN|False|True|False|4|True|PP|of|rattled|False|0.864864864865|THE|A
3447|A|"data/parsed/22/wsj_2227.mrg|5|30"|But the NAHB was created in 1943 out of [ an organization ] that made its name fighting a Roosevelt administration proposal to take over all defense housing production .|organization|sg|NN|[u'social_group.n.01']||NP|[]|[]|False|[]|['that', u'make']|[]|['out', 'of']|NN|False|True|False|17|False|SBAR|that|was|False|0.333333333333|THE|A
3449|A|"data/parsed/22/wsj_2227.mrg|5|53"|But the NAHB was created in 1943 out of an organization that made its name fighting [ a Roosevelt administration proposal ] to take over all defense housing production .|proposal|sg|NN|[u'message.n.02']||NP|[]|['NNP', 'NN']|False|[]|['to', 'take']|['Roosevelt', 'administration']|['name', u'fight']|NN|False|True|False|8|False|S|to|fighting|False|0.64|THE|A
3469|A|"data/parsed/22/wsj_2227.mrg|10|14"|I would n't have [ a problem ] if other programs had taken a similar hit . ''|problem|sg|NN|[u'difficulty.n.03']||VP|[]|[]|False|[]|['if', 'other']|[]|"[""n't"", 'have']"|NN|False|False|False|0|False|||would|False|0.266666666667|THE|A
3477|A|"data/parsed/22/wsj_2227.mrg|11|61"|But NAHB support for subsidies is not related to the current housing crunch ; over the years the NAHB has backed [ a host ] of public programs .|host|sg|NN|[u'adult.n.01']||NP|[]|[]|False|[]|['of', 'public']|[]|[u'have', u'back']|NN|False|True|False|4|True|PP|of|has|False|0.807692307692|THE|A
3480|A|"data/parsed/22/wsj_2227.mrg|12|17"|It once pushed for [ a national housing production goal ] set by the federal government and has regularly advanced anti-recession housing measures .|goal|sg|NN|[u'content.n.05']||NP|[]|['JJ', 'NN', 'NN']|False|[]|['set', 'by']|['national', 'housing', 'production']|[u'push', 'for']|NN|False|True|False|5|False|VP|set|pushed|False|0.222222222222|THE|A
3568|A|"data/parsed/22/wsj_2227.mrg|25|12"|The association , [ a majority ] of whose 156,000 members build fewer than 25 units a year , is like many other business lobbies .|majority|sg|NN|[u'number.n.01']||NP|[]|[]|False|[]|['of', 'whose']|[]|['association', ',']|NN|False|True|False|12|True|PP|of|is|False|0.130434782609|THE|A
3616|A|"data/parsed/22/wsj_2227.mrg|34|11"|Mr. Bandow is [ a Cato Institute fellow . ]|fellow|sg|NN|[u'male.n.02']||VP|['.']|['NNP', 'NNP']|False|['.']|[]|['Cato', 'Institute']|['Bandow', u'be']|NN|False|False|False|0|False|||is|False|0.75|THE|A
3637|A|"data/parsed/22/wsj_2228.mrg|2|75"|According to diplomatic sources in Brussels , most EC leaders agree that talks should begin in the second half of 1990 , and will make [ a declaration ] on that during a summit meeting in Strasbourg , France , on Dec. 8 and 9 .|declaration|sg|NN|[u'statement.n.01']||NP|[]|[]|False|[]|['on', 'that']|[]|['will', 'make']|NN|False|True|False|2|False|PP|on|should|False|0.581395348837|THE|A
3639|A|"data/parsed/22/wsj_2228.mrg|2|90"|According to diplomatic sources in Brussels , most EC leaders agree that talks should begin in the second half of 1990 , and will make a declaration on that during [ a summit meeting ] in Strasbourg , France , on Dec. 8 and 9 .|meeting|sg|NN|[u'gathering.n.01']||NP|[]|['NN']|False|[]|['in', 'Strasbourg']|['summit']|['that', 'during']|NN|False|True|False|5|False|PP|in|should|False|0.714285714286|THE|A
3680|A|"data/parsed/22/wsj_2229.mrg|2|50"|When asked `` What went wrong ? '' the unfortunate victim replied , `` It was [ a combination ] of things . ''|combination|sg|NN|[u'collection.n.01']||NP|[]|[]|False|[]|['of', u'thing']|[]|['It', u'be']|NN|False|True|False|4|True|PP|of|was|False|0.761904761905|THE|A
3700|A|"data/parsed/22/wsj_2229.mrg|7|26"|Although the union-bidder expects to patch together [ a substitute offer , ] consisting of less cash , the failure to get cash from Japanese and American banks confirmed a growing fear among arbitragers that the pageant of high-leverage takeover deals is ending .|offer|sg|NN|[u'speech_act.n.01']||NP|[',']|['NN']|False|[',']|[u'consist', 'of']|['substitute']|['patch', 'together']|NN|False|True|False|5|False|VP|consisting|to|False|0.179487179487|THE|A
3734|A|"data/parsed/22/wsj_2229.mrg|11|12"|Gray Friday reflects [ a panic ] mainly by the takeover arbitragers , rather than the small investor , as their highly margined investments in the `` deal '' stocks are jeopardized by the unexpected drying up of the lubricant for deal financing .|panic|sg|NN|[u'fear.n.01']||NP|[]|[]|False|[]|['mainly', 'by']|[]|['Friday', u'reflect']|NN|False|True|False|6|False|PP|mainly|reflects|False|0.0731707317073|THE|A
3774|A|"data/parsed/22/wsj_2229.mrg|18|33"|The multibillion-dollar prospects , where the bidder must line up [ a consortium ] of banks and\\/or issue billions in high-yield debt , were where the damage was concentrated .|consortium|sg|NN|[u'association.n.01']||NP|[]|[]|False|[]|['of', u'bank']|[]|['line', 'up']|NN|False|True|False|2|True|PP|of|must|False|0.37037037037|THE|A
3824|A|"data/parsed/22/wsj_2229.mrg|24|81"|Of course , Washington had n't been silent in the days leading up to the debacle , and its tendency to meddle in the leverage equation remains [ a troublesome prospect , ] but those preliminary steps should n't distract us from the basic market fundamentalism that was at work on Friday .|prospect|sg|NN|[u'potential.n.01']||VP|[',']|['JJ']|False|[',']|['but', 'those']|['troublesome']|['equation', u'remain']|NN|False|False|False|0|False|||remains|False|0.5625|THE|A
3845|A|"data/parsed/22/wsj_2229.mrg|27|9"|Is this [ a case ] where private markets are approving of Washington 's bashing of Wall Street ?|case|sg|NN|[u'happening.n.01']||NP|[]|[]|False|[]|['where', 'private']|[]|['Is', 'this']|NN|False|True|False|13|False|SBAR|where||False|0.125|THE|A
3853|A|"data/parsed/22/wsj_2229.mrg|29|28"|To the extent that Friday 's sell-off reflected [ a sudden reappraisal ] of the excesses of leverage , the message is that Wall Street and the private markets are fully capable of imposing the appropriate incentives and sanctions on corporate behavior .|reappraisal|sg|NN|[u'appraisal.n.01']||NP|[]|['JJ']|False|[]|['of']|['sudden']|['sell-off', u'reflect']|NN|False|True|False|6|True|PP|of|reflected|False|0.205128205128|THE|A
3923|A|"data/parsed/22/wsj_2229.mrg|40|59"|Any such attempt to distinguish `` good debt '' from `` bad debt , '' or to draw the line at [ a particular industry , ] such as the airlines , is likely to blunt the spur that the proper amount of leverage provides both to equity markets and economic efficiency in general .|industry|sg|NN|[u'commercial_enterprise.n.01']||PP|[',']|['JJ']|False|[',']|['such', 'as']|['particular']|['line', 'at']|NN|False|False|False|0|False|||to|False|0.42|THE|A
